country;year;pop;gdp_c;gdp_t;inc_c;gini
cri;1978;2264510;9579,14;21692056618;2278,56;47,3
cri;1979;2326490;9791,74;22780383275;2321,86;47,4
cri;1980;2390633;9662,55;23099610153;2284,08;46,9
cri;1981;2456637;9200,74;22602875987;2168,13;45,9
cri;1982;2524806;8314,44;20992349460;2183,39;44,3
cri;1983;2595153;8322,15;21597257599;2198,75;42,3
cri;1984;2667595;8744,88;23327793905;2214,23;39,6
cri;1985;2741894;8569,66;23497110046;2229,81;38,4
cri;1986;2817216;8794,99;24777394512;2245,5;38,4
cri;1987;2892699;8976,4;25966020321;2631,72;39,9
cri;1988;2968103;9053,86;26872803545;3084,36;41,5
cri;1989;3043827;9340,01;28429381678;3614,85;44
cri;1990;3121706;9457,84;29524591459;3729,73;45,4
cri;1991;3202176;9448,92;30257107356;3420,98;46,1
cri;1992;3284258;10078,6;33100721942;3634,9;46,1
cri;1993;3367434;10537,01;35482682329;4211,24;46,2
cri;1994;3451122;10753,46;37111491606;4757,07;46,1
cri;1995;3535176;10945,06;38692706260;4538,57;46,1
cri;1996;3619013;10849,42;39264205117;4300,28;46,1
cri;1997;3701711;11205,47;41479424072;4537,24;46,2
cri;1998;3782838;11762,85;44496943201;5098,96;46,6
cri;1999;3862101;12021,56;46428470294;4967,25;47,6
cri;2000;3937739;12264,31;48293660015;4925,72;48,8
cri;2001;4008947;12486,73;50058640187;6714,16;49,6
cri;2002;4075705;12723,08;51855520251;6823,45;49,7
cri;2003;4138784;13092,03;54185096147;6688,02;49,7
cri;2004;4200078;13494,59;56678331785;6251,87;49,3
cri;2005;4261240;13857,28;59049205678;6498,52;48,8
cri;2006;4321340;14695,3;63503391101;6763,83;48,6
cri;2007;4380248;15718,96;68852922013;7530,71;49,1
cri;2008;4440056;16277,38;72272498803;7583,79;49,2
cri;2009;4499791;15959,18;71812996823;8289,7;49,1
cri;2010;4555962;16643,09;75825274133;8461,19;48,9
cri;2011;4609833;17161,77;79112910512;8727,92;49,1
cri;2012;4663934;17784,37;82945130783;9015,11;48,7
cri;2013;4716147;18019,04;84980430405;9291,95;48,7
cri;2014;4767119;18454,12;87972980637;9080;48,7
cri;2015;4818038;18928,98;91200527102;9086,01;48,7
cri;2016;4866998;19525,53;95030693655;9433,5;48,6
cri;2017;4913177;20139,26;98947772230;9583,77;48,6
cri;2018;4957818;20473,84;1,01506E+11;9360,29;48,7
cri;2019;4999553;20788,17;1,03932E+11;9318,78;48,7
cri;2020;5034320;19749,99;99427771977;8083,76;48,7
cri;2021;5059988;21189,7;1,0722E+11;9192,09;48,7
cri;2022;5081765;22039,23;1,11998E+11;8929,36;48,7
cri;2023;5105525;23026,55;1,17563E+11;9235,78;48,7
cri;2024;5129910;23725,93;1,21712E+11;9440,76;48,7
cri;2025;5152950;24330,21;1,25372E+11;9650,51;48,7
cri;2026;5174789;24901,57;1,2886E+11;9865,21;48,7
cri;2027;5195555;25534,31;1,32665E+11;10107,25;48,7
cri;2028;5215253;26242,04;1,36859E+11;10377,86;48,7
cri;2029;5233881;27016,39;1,41401E+11;10679,2;48,7
cri;2030;5251497;26769,73;1,40581E+11;10558;48,7
cri;2031;5268134;27302,39;1,43833E+11;10770,52;48,7
cri;2032;5283807;27840,73;1,47105E+11;10985,42;48,7
cri;2033;5298513;28384,63;1,50396E+11;11202,64;48,7
cri;2034;5312162;28933,93;1,53702E+11;11422,12;48,7
cri;2035;5324699;29488,48;1,57017E+11;11643,81;48,7
cri;2036;5336139;30048,13;1,60341E+11;11867,64;48,7
cri;2037;5346410;30612,72;1,63668E+11;12093,56;48,7
cri;2038;5355518;31182,07;1,66996E+11;12321,49;48,7
cri;2039;5363364;31756,01;1,70319E+11;12551,38;48,7
cri;2040;5369806;32334,37;1,73629E+11;12783,14;48,7
cri;2041;5374936;32916,95;1,76927E+11;13016,72;48,7
cri;2042;5378672;33503,58;1,80205E+11;13252,03;48,7
cri;2043;5380914;34094,05;1,83457E+11;13489;48,7
cri;2044;5381722;34688,18;1,86682E+11;13727,55;48,7
cri;2045;5381019;35285,76;1,89873E+11;13967,6;48,7
cri;2046;5378758;35886,58;1,93025E+11;14209,08;48,7
cri;2047;5374951;36490,45;1,96134E+11;14451,89;48,7
cri;2048;5369577;37097,14;1,99196E+11;14695,96;48,7
cri;2049;5362650;37706,45;2,02207E+11;14941,21;48,7
cri;2050;5354150;38318,17;2,05161E+11;15187,54;48,7
cri;2051;5344062;38932,06;2,08055E+11;15434,86;48,7
cri;2052;5332365;39547,93;2,10884E+11;15683,1;48,7
cri;2053;5319061;40165,54;2,13643E+11;15932,17;48,7
cri;2054;5304302;40784,67;2,16334E+11;16181,96;48,7
cri;2055;5288194;41405,1;2,18958E+11;16432,4;48,7
cri;2056;5270741;42026,61;2,21511E+11;16683,4;48,7
cri;2057;5252042;42648,98;2,23994E+11;16934,86;48,7
cri;2058;5232199;43271,99;2,26408E+11;17186,69;48,7
cri;2059;5211257;43895,4;2,2875E+11;17438,81;48,7
cri;2060;5189194;44519,01;2,31018E+11;17691,12;48,7
cri;2061;5166102;45142,59;2,33211E+11;17943,54;48,7
cri;2062;5142201;45765,92;2,35338E+11;18195,98;48,7
cri;2063;5117401;46388,79;2,3739E+11;18448,34;48,7
cri;2064;5091736;47010,97;2,39367E+11;18700,53;48,7
cri;2065;5065285;47632,27;2,41271E+11;18952,49;48,7
cri;2066;5038050;48252,46;2,43098E+11;19204,1;48,7
cri;2067;5010155;48871,34;2,44853E+11;19455,3;48,7
cri;2068;4981496;49488,7;2,46528E+11;19705,99;48,7
cri;2069;4951918;50104,35;2,48113E+11;19956,09;48,7
cri;2070;4921499;50718,09;2,49609E+11;20205,52;48,7
cri;2071;4890279;51329,71;2,51017E+11;20454,2;48,7
cri;2072;4858199;51939,04;2,5233E+11;20702,05;48,7
cri;2073;4825257;52545,88;2,53547E+11;20949;48,7
cri;2074;4791445;53150,06;2,54666E+11;21194,96;48,7
cri;2075;4756834;53751,38;2,55686E+11;21439,87;48,7
cri;2076;4721501;54349,69;2,56612E+11;21683,64;48,7
cri;2077;4685397;54944,81;2,57438E+11;21926,21;48,7
cri;2078;4648557;55536,58;2,58165E+11;22167,52;48,7
cri;2079;4611045;56124,84;2,58794E+11;22407,49;48,7
cri;2080;4572927;56709,43;2,59328E+11;22646,05;48,7
cri;2081;4534234;57290,21;2,59767E+11;22883,15;48,7
cri;2082;4495014;57867,03;2,60113E+11;23118,73;48,7
cri;2083;4455405;58439,76;2,60373E+11;23352,72;48,7
cri;2084;4415435;59008,25;2,60547E+11;23585,07;48,7
cri;2085;4375133;59572,39;2,60637E+11;23815,72;48,7
cri;2086;4334579;60132,05;2,60647E+11;24044,63;48,7
cri;2087;4293847;60687,11;2,60581E+11;24271,74;48,7
cri;2088;4253056;61237,46;2,60446E+11;24497;48,7
cri;2089;4212260;61782,99;2,60246E+11;24720,36;48,7
cri;2090;4171460;62323,61;2,5998E+11;24941,79;48,7
cri;2091;4130730;62859,21;2,59654E+11;25161,25;48,7
cri;2092;4090166;63389,71;2,59274E+11;25378,68;48,7
cri;2093;4049836;63915,03;2,58845E+11;25594,06;48,7
cri;2094;4009796;64435,07;2,58371E+11;25807,36;48,7
cri;2095;3970038;64949,78;2,57853E+11;26018,52;48,7
cri;2096;3930586;65459,07;2,57293E+11;26227,54;48,7
cri;2097;3891499;65962,89;2,56695E+11;26434,37;48,7
cri;2098;3852802;66461,17;2,56062E+11;26639;48,7
cri;2099;3814483;66953,86;2,55394E+11;26841,39;48,7
cri;2100;3776474;67440,92;2,54689E+11;27041,52;48,7
civ;1800;1088530;583,77;635455113;536,17;40,3
civ;1801;1088530;583,77;635455113;536,17;40,3
civ;1802;1088530;583,77;635455113;536,17;40,3
civ;1803;1088530;583,77;635455113;536,17;40,3
civ;1804;1088530;583,77;635455113;536,17;40,3
civ;1805;1088530;583,77;635455113;536,17;40,3
civ;1806;1088530;583,77;635455113;536,17;40,3
civ;1807;1088530;583,77;635455113;536,17;40,3
civ;1808;1088530;583,77;635455113;536,17;40,3
civ;1809;1088530;583,77;635455113;536,17;40,3
civ;1810;1088530;583,77;635455113;536,17;40,3
civ;1811;1088530;583,77;635455113;536,17;40,3
civ;1812;1088530;583,77;635455113;536,17;40,3
civ;1813;1088530;583,77;635455113;536,17;40,3
civ;1814;1088530;583,77;635455113;536,17;40,3
civ;1815;1088530;583,77;635455113;536,17;40,3
civ;1816;1088530;583,77;635455113;536,17;40,3
civ;1817;1088530;583,77;635455113;536,17;40,3
civ;1818;1088530;583,77;635455113;536,17;40,3
civ;1819;1088156;583,77;635236781;536,17;40,3
civ;1820;1087409;583,77;634800702;536,17;40,3
civ;1821;1086290;583,77;634147460;536,17;40,3
civ;1822;1084798;583,77;633276469;536,17;40,3
civ;1823;1082935;583,77;632188899;536,17;40,3
civ;1824;1081076;583,77;631103664;536,17;40,3
civ;1825;1079219;583,77;630019596;536,17;40,3
civ;1826;1077366;583,77;628937864;536,17;40,3
civ;1827;1075516;583,77;627857883;536,17;40,3
civ;1828;1073669;583,77;626779653;536,17;40,3
civ;1829;1071826;583,77;625703758;536,17;40,3
civ;1830;1069985;583,77;624629031;536,17;40,3
civ;1831;1068148;583,77;623556639;536,17;40,3
civ;1832;1066314;583,77;622485998;536,17;40,3
civ;1833;1064483;583,77;621417108;536,17;40,3
civ;1834;1062655;583,77;620349970;536,17;40,3
civ;1835;1060830;583,77;619284583;536,17;40,3
civ;1836;1059009;583,77;618221531;536,17;40,3
civ;1837;1057190;583,77;617159647;536,17;40,3
civ;1838;1055375;583,77;616100098;536,17;40,3
civ;1839;1053562;583,77;615041716;536,17;40,3
civ;1840;1051753;583,77;613985670;536,17;40,3
civ;1841;1049947;583,77;612931375;536,17;40,3
civ;1842;1048144;583,77;611878831;536,17;40,3
civ;1843;1046345;583,77;610828622;536,17;40,3
civ;1844;1044548;583,77;609779581;536,17;40,3
civ;1845;1042754;583,77;608732291;536,17;40,3
civ;1846;1040964;583,77;607687336;536,17;40,3
civ;1847;1039176;583,77;606643549;536,17;40,3
civ;1848;1037392;583,77;605602097;536,17;40,3
civ;1849;1037413;583,77;605614356;536,17;40,3
civ;1850;1039249;583,77;606686164;536,17;40,3
civ;1851;1044153;583,77;609548990;536,17;40,3
civ;1852;1050904;583,77;613490046;536,17;40,3
civ;1853;1059519;583,77;618519256;536,17;40,3
civ;1854;1068203;585,43;625354311;537,4;40,3
civ;1855;1076957;587,75;632981036;539,53;40,3
civ;1856;1085781;590,07;640689739;541,66;40,3
civ;1857;1094676;592,4;648481500;543,79;40,3
civ;1858;1103642;595,3;656997789;546,46;40,3
civ;1859;1112455;597,62;664828533;548,59;40,3
civ;1860;1121114;599,95;672607832;550,73;40,3
civ;1861;1129614;602,27;680331603;552,86;40,3
civ;1862;1137952;604,59;687996923;554,99;40,3
civ;1863;1146126;606,92;695601449;557,12;40,3
civ;1864;1154356;609,24;703278071;559,26;40,3
civ;1865;1162644;612,14;711703642;561,92;40,3
civ;1866;1170990;614,47;719532934;564,05;40,3
civ;1867;1179394;616,79;727436777;566,19;40,3
civ;1868;1187857;619,11;735416194;568,32;40,3
civ;1869;1196620;622,02;744316336;570,98;40,3
civ;1870;1205686;624,34;752756484;573,12;40,3
civ;1871;1215062;626,66;761433020;575,25;40,3
civ;1872;1224750;629,57;771060673;577,91;40,3
civ;1873;1234756;631,89;780228596;580,05;40,3
civ;1874;1244843;634,21;789494380;582,18;40,3
civ;1875;1255010;637,12;799586838;584,85;40,3
civ;1876;1265258;639,44;809055350;586,98;40,3
civ;1877;1275588;641,76;818624100;589,11;40,3
civ;1878;1286001;644,67;829041189;591,78;40,3
civ;1879;1295975;646,99;838481795;593,91;40,3
civ;1880;1305502;649,89;848436709;596,57;40,3
civ;1881;1314576;652,22;857387758;598,71;40,3
civ;1882;1323188;655,12;866847051;601,37;40,3
civ;1883;1331331;657,44;875274537;603,51;40,3
civ;1884;1339523;660,35;884550154;606,17;40,3
civ;1885;1347763;662,67;893122431;608,3;40,3
civ;1886;1356052;665,57;902553145;610,97;40,3
civ;1887;1364390;668,48;912064756;613,63;40,3
civ;1888;1372778;668,65;917909679;613,79;40,3
civ;1889;1381771;668,82;924162207;613,95;40,3
civ;1890;1391378;669;930828677;614,11;40,3
civ;1891;1401607;669,17;937914764;614,27;40,3
civ;1892;1412468;669,34;945427486;614,43;40,3
civ;1893;1423970;669,52;953373198;614,6;40,3
civ;1894;1435565;669,69;961385244;614,76;40,3
civ;1895;1447251;669,86;969462336;614,92;40,3
civ;1896;1459031;670,04;977606531;615,08;40,3
civ;1897;1470905;670,21;985817881;615,24;40,3
civ;1898;1482873;670,39;994096436;615,4;40,3
civ;1899;1494034;670,56;1001838072;615,56;40,3
civ;1900;1504375;670,73;1009033652;615,72;40,3
civ;1901;1513884;670,91;1015674699;615,88;40,3
civ;1902;1522548;671,08;1021752056;616,04;40,3
civ;1903;1530354;671,25;1027256557;616,2;40,3
civ;1904;1538198;671,43;1032789356;616,36;40,3
civ;1905;1546081;671,6;1038351145;616,52;40,3
civ;1906;1554002;671,78;1043941274;616,68;40,3
civ;1907;1561961;671,95;1049559764;616,84;40,3
civ;1908;1569960;672,12;1055207980;617;40,3
civ;1909;1578631;672,3;1061310836;617,16;40,3
civ;1910;1587984;672,47;1067875409;617,32;40,3
civ;1911;1598027;672,65;1074907438;617,49;40,3
civ;1912;1608768;672,82;1082412669;617,65;40,3
civ;1913;1620218;673;1090398869;617,81;40,3
civ;1914;1631746;673,17;1098441641;617,97;40,3
civ;1915;1643355;673,34;1106543048;618,13;40,3
civ;1916;1655045;673,52;1114703134;618,29;40,3
civ;1917;1666815;673,69;1122921269;618,45;40,3
civ;1918;1676816;673,87;1129951516;618,61;40,3
civ;1919;1689932;674,04;1139084970;618,77;40,3
civ;1920;1706226;674,22;1150365741;618,94;40,3
civ;1921;1725765;674,39;1163840679;619,1;40,3
civ;1922;1748615;674,57;1179556009;619,26;40,3
civ;1923;1774844;674,74;1197559352;619,42;40,3
civ;1924;1801467;674,92;1215837860;619,58;40,3
civ;1925;1828489;675,09;1234395120;619,74;40,3
civ;1926;1855916;675,27;1253235394;619,9;40,3
civ;1927;1883755;675,44;1272363629;620,07;40,3
civ;1928;1912011;675,62;1291783422;620,23;40,3
civ;1929;1940297;675,79;1311233464;620,39;40,3
civ;1930;1968608;675,97;1330710396;620,55;40,3
civ;1931;1996939;676,14;1350210855;620,71;40,3
civ;1932;2025285;676,32;1369731472;620,87;40,3
civ;1933;2053639;676,49;1389267524;621,04;40,3
civ;1934;2082390;718,84;1496897354;659,93;40,3
civ;1935;2111543;763,83;1612865128;701,26;40,3
civ;1936;2141105;811,65;1737817869;745,17;40,3
civ;1937;2171080;862,45;1872450263;791,84;40,3
civ;1938;2201475;916,44;2017513236;841,43;40,3
civ;1939;2234107;973,8;2175578584;894,13;40,3
civ;1940;2269038;1034,76;2347906216;950,12;40,3
civ;1941;2306334;1106,95;2552993517;1013,13;40,3
civ;1942;2346063;1184,18;2778150154;1080,32;40,3
civ;1943;2388292;1266,79;3025464089;1151,96;40,3
civ;1944;2431281;1355,17;3294794017;1228,36;40,3
civ;1945;2475044;1449,71;3588100267;1309,82;40,3
civ;1946;2519595;1550,85;3907517381;1396,69;40,3
civ;1947;2564948;1659,05;4255369530;1489,31;40,4
civ;1948;2611117;1774,79;4634187281;1588,08;40,5
civ;1949;2667685;1898,61;5064893635;1693,4;40,7
civ;1950;2735180;2031,07;5555334690;1805,7;40,9
civ;1951;2809367;2078,05;5838003362;1841,46;41,2
civ;1952;2885711;2126,81;6137370046;1878,55;41,7
civ;1953;2965131;2174,89;6448841106;1914,77;42,2
civ;1954;3048537;2224,78;6782326400;1952,32;42,9
civ;1955;3136628;2273,98;7132620107;1989,01;43,6
civ;1956;3230010;2325,01;7509807593;2027,04;44,3
civ;1957;3329278;2376,63;7912459785;2065,3;45,1
civ;1958;3435080;2427,55;8338817546;2102,69;45,8
civ;1959;3548941;2468,64;8761050551;2131,34;46,4
civ;1960;3673666;2621,47;9630421683;2255,93;47,1
civ;1961;3810151;2817,59;10735450350;2416,82;47,7
civ;1962;3956939;2817,63;11149202973;2409;48,2
civ;1963;4112061;3147,16;12941308838;2681,99;48,7
civ;1964;4273952;3594,08;15360917434;3052,9;49,1
civ;1965;4442377;3382,55;15026546638;2863,88;49,5
civ;1966;4617519;3548,44;16384985916;2994,57;50
civ;1967;4799744;3486,55;16734542472;2932,77;50,4
civ;1968;4990021;3850,87;19215944922;3228,7;50,8
civ;1969;5192221;3895,86;20228152956;3255,8;51,3
civ;1970;5411567;4113,58;22260924466;3426,58;51,4
civ;1971;5650868;4224,37;23871375618;3507,43;51,3
civ;1972;5909716;4261,45;25183960240;3526,71;51
civ;1973;6184944;4386,45;27129972871;3618,36;50,6
civ;1974;6474057;4377,9;28342755350;3599,56;50,2
civ;1975;6776297;4393,34;29770576886;3600,52;49,7
civ;1976;7057958;4748,28;33513168053;3878,76;49,3
civ;1977;7321950;4803,51;35171070516;3911,12;48,9
civ;1978;7603130;5102,35;38793819713;4140,93;48,5
civ;1979;7902267;5028,97;39740247484;4068,11;48
civ;1980;8220714;4699,84;38636011869;3789,51;47,6
civ;1981;8556596;4753,46;40673399428;3820,28;47,2
civ;1982;8907936;4615,28;41112650061;3697,18;46,8
civ;1983;9272744;4305,73;39925958008;3438;46,3
civ;1984;9650516;4094,73;39516258239;3258,89;46
civ;1985;10040483;4131,32;41480493495;3277,32;44,3
civ;1986;10440917;4170,84;43547410124;2716,78;43,1
civ;1987;10851475;4008,21;43494938251;2483,02;41,3
civ;1988;11275189;3972,35;44789044131;1962,01;39,7
civ;1989;11719771;3921,41;45958035226;1859,17;38,2
civ;1990;12189778;3684,63;44914802857;1761,72;38,4
civ;1991;12683870;3594,64;45593984902;1669,38;38,1
civ;1992;13200310;3509,33;46324256437;1581,88;38,8
civ;1993;13735951;3424,16;47034034532;1602,24;39,4
civ;1994;14287201;3365,58;48084701431;1622,87;39,7
civ;1995;14855565;3512,66;52182520868;1643,76;39,9
civ;1996;15442312;3702,38;57173327572;1568,45;39,8
civ;1997;16047170;3942,62;63267825379;1496,59;39,7
civ;1998;16663948;4028,58;67131977385;1428,03;39,6
civ;1999;17215935;3998,51;68838103792;1450,15;39,8
civ;2000;17699004;3906,25;69136787095;1472,62;40,2
civ;2001;18178913;3767,56;68490229460;1495,44;40,7
civ;2002;18654771;3607,55;67297933318;1518,6;41,2
civ;2003;19125542;3391,48;64863978839;1508,17;41,6
civ;2004;19595000;3433,29;67275342663;1497,8;42
civ;2005;20068458;3410,78;68449065199;1487,51;42,3
civ;2006;20546802;3445,07;70785174843;1477,28;42,6
civ;2007;21030558;3425,29;72035823449;1467,13;42,8
civ;2008;21514439;3525,23;75843246435;1457,04;42,8
civ;2009;21997940;3588,89;78948288266;1453,78;42,8
civ;2010;22488065;3766,51;84701448592;1450,52;42,7
civ;2011;22982000;3491,02;80230719053;1447,26;42,4
civ;2012;23467078;3680,62;86373375023;1444,02;42,2
civ;2013;23939775;3993,46;95602640438;1440,78;42
civ;2014;24527395;4267,77;1,04677E+11;1437,54;41,8
civ;2015;25246342;4458,28;1,12555E+11;1434,32;41,6
civ;2016;25989405;4656,33;1,21015E+11;1619,81;41,5
civ;2017;26733372;4873,71;1,30291E+11;1829,29;41,5
civ;2018;27464173;4980,28;1,36779E+11;2065,86;41,5
civ;2019;28193009;5182,17;1,46101E+11;2145,51;41,5
civ;2020;28915449;5089,15;1,47155E+11;2128,72;41,5
civ;2021;29639736;5316,46;1,57579E+11;2222,48;41,5
civ;2022;30395002;5510,21;1,67483E+11;2314,83;41,5
civ;2023;31165654;5725,5;1,78439E+11;2396,05;41,5
civ;2024;31934230;5928,15;1,89311E+11;2489,47;41,5
civ;2025;32711547;6132,21;2,00594E+11;2581,67;41,5
civ;2026;33494346;6337,33;2,12265E+11;2674,77;41,5
civ;2027;34281130;6524,31;2,23661E+11;2758,92;41,5
civ;2028;35077096;6709,03;2,35333E+11;2840,63;41,5
civ;2029;35883455;6882,84;2,4698E+11;2916,08;41,5
civ;2030;36699009;6758,71;2,48038E+11;2857,28;41,5
civ;2031;37529365;6922,4;2,59793E+11;2926,55;41,5
civ;2032;38376606;7090,37;2,72104E+11;2997,64;41,5
civ;2033;39244384;7262,72;2,85021E+11;3070,57;41,5
civ;2034;40132808;7439,54;2,9857E+11;3145,39;41,5
civ;2035;41033849;7620,93;3,12716E+11;3222,14;41,5
civ;2036;41948467;7806,98;3,27491E+11;3300,85;41,5
civ;2037;42879999;7997,79;3,42945E+11;3381,58;41,5
civ;2038;43824369;8193,44;3,59073E+11;3464,34;41,5
civ;2039;44778745;8394,05;3,75875E+11;3549,19;41,5
civ;2040;45743925;8599,7;3,93384E+11;3636,17;41,5
civ;2041;46717432;8810,48;4,11603E+11;3725,31;41,5
civ;2042;47702162;9026,5;4,30583E+11;3816,66;41,5
civ;2043;48700665;9247,84;4,50376E+11;3910,25;41,5
civ;2044;49709046;9474,6;4,70973E+11;4006,12;41,5
civ;2045;50716067;9706,87;4,92294E+11;4104,31;41,5
civ;2046;51718056;9944,75;5,14323E+11;4204,86;41,5
civ;2047;52721463;10188,31;5,37143E+11;4307,81;41,5
civ;2048;53730596;10437,66;5,60822E+11;4413,18;41,5
civ;2049;54739406;10692,88;5,85322E+11;4521,03;41,5
civ;2050;55746985;10954,06;6,10656E+11;4631,38;41,5
civ;2051;56759561;11221,27;6,36914E+11;4744,26;41,5
civ;2052;57772652;11494,61;6,64074E+11;4859,72;41,5
civ;2053;58783276;11774,14;6,92123E+11;4977,79;41,5
civ;2054;59797639;12059,96;7,21157E+11;5098,49;41,5
civ;2055;60815802;12352,13;7,51205E+11;5221,85;41,5
civ;2056;61826433;12650,72;7,82149E+11;5347,92;41,5
civ;2057;62831827;12955,81;8,14037E+11;5476,7;41,5
civ;2058;63843645;13267,46;8,47043E+11;5608,24;41,5
civ;2059;64855751;13585,73;8,81113E+11;5742,55;41,5
civ;2060;65861370;13910,68;9,16176E+11;5879,66;41,5
civ;2061;66872832;14242,36;9,52427E+11;6019,59;41,5
civ;2062;67888440;14580,83;9,8987E+11;6162,37;41,5
civ;2063;68908169;14926,13;1,02853E+12;6308;41,5
civ;2064;69935317;15278,3;1,06849E+12;6456,5;41,5
civ;2065;70968220;15637,38;1,10976E+12;6607,9;41,5
civ;2066;72013857;16003,41;1,15247E+12;6762,2;41,5
civ;2067;73059532;16376,4;1,19645E+12;6919,4;41,5
civ;2068;74101979;16756,39;1,24168E+12;7079,53;41,5
civ;2069;75138746;17143,38;1,28813E+12;7242,59;41,5
civ;2070;76166277;17537,39;1,33576E+12;7408,57;41,5
civ;2071;77193744;17938,43;1,38473E+12;7577,48;41,5
civ;2072;78211565;18346,49;1,43491E+12;7749,32;41,5
civ;2073;79219659;18761,56;1,48628E+12;7924,08;41,5
civ;2074;80225057;19183,64;1,53901E+12;8101,76;41,5
civ;2075;81235636;19612,7;1,59325E+12;8282,35;41,5
civ;2076;82241363;20048,72;1,64883E+12;8465,83;41,5
civ;2077;83234027;20491,67;1,7056E+12;8652,18;41,5
civ;2078;84223328;20941,5;1,76376E+12;8841,4;41,5
civ;2079;85204417;21398,17;1,82322E+12;9033,46;41,5
civ;2080;86179854;21861,63;1,88403E+12;9228,34;41,5
civ;2081;87153993;22331,83;1,94631E+12;9426,01;41,5
civ;2082;88121003;22808,68;2,00992E+12;9626,44;41,5
civ;2083;89080799;23292,12;2,07488E+12;9829,6;41,5
civ;2084;90020568;23782,07;2,14088E+12;10035,45;41,5
civ;2085;90946504;24278,45;2,20804E+12;10243,96;41,5
civ;2086;91879537;24781,15;2,27688E+12;10455,08;41,5
civ;2087;92807681;25290,08;2,34711E+12;10668,78;41,5
civ;2088;93723590;25805,13;2,41855E+12;10885;41,5
civ;2089;94638954;26326,19;2,49148E+12;11103,69;41,5
civ;2090;95557108;26853,13;2,56601E+12;11324,81;41,5
civ;2091;96471115;27385,82;2,64194E+12;11548,3;41,5
civ;2092;97374901;27924,14;2,71911E+12;11774,1;41,5
civ;2093;98256245;28467,94;2,79715E+12;12002,15;41,5
civ;2094;99121205;29017,08;2,87621E+12;12232,4;41,5
civ;2095;99975736;29571,4;2,95642E+12;12464,76;41,5
civ;2096;100815103;30130,75;3,03763E+12;12699,18;41,5
civ;2097;101636470;30694,95;3,11973E+12;12935,59;41,5
civ;2098;102447192;31263,85;3,20289E+12;13173,92;41,5
civ;2099;103251940;31837,26;3,28726E+12;13414,08;41,5
civ;2100;104042819;32415,01;3,37255E+12;13656,01;41,5
hrv;1800;1227886;899,98;1105071258;454,77;16,3
hrv;1801;1227886;908,33;1115322383;458,99;16,3
hrv;1802;1227886;916,68;1125573508;463,21;16,3
hrv;1803;1227886;924,19;1134799520;467,01;16,3
hrv;1804;1227886;932,54;1145050645;471,23;16,3
hrv;1805;1227886;940,89;1155301770;475,44;16,3
hrv;1806;1227886;948,4;1164527782;479,24;16,3
hrv;1807;1227886;956,75;1174778907;483,46;16,3
hrv;1808;1227886;965,1;1185030032;487,68;16,3
hrv;1809;1227886;972,61;1194256044;491,48;16,3
hrv;1810;1227886;980,96;1204507169;495,69;16,3
hrv;1811;1227886;989,31;1214758294;499,91;16,3
hrv;1812;1227886;1005,17;1234235431;507,93;16,3
hrv;1813;1227886;1021,03;1253712568;515,94;16,3
hrv;1814;1227886;1036,9;1273189706;523,96;16,3
hrv;1815;1227886;1053,59;1293691955;532,4;16,3
hrv;1816;1227886;1069,46;1313169092;540,41;16,3
hrv;1817;1227886;1085,32;1332646230;548,43;16,3
hrv;1818;1227886;1101,18;1352123367;556,44;16,3
hrv;1819;1230048;1117,88;1375042467;564,88;16,3
hrv;1820;1234391;1127,06;1391233383;569,52;16,3
hrv;1821;1240934;1136,24;1410003803;574,16;16,3
hrv;1822;1249697;1146,26;1432480568;579,22;16,3
hrv;1823;1260699;1155,45;1456669320;583,86;16,3
hrv;1824;1271798;1164,63;1481173114;588,51;16,3
hrv;1825;1282994;1174,65;1507065742;593,57;16,3
hrv;1826;1294290;1183,83;1532220616;598,21;16,3
hrv;1827;1305684;1193,85;1558789941;603,27;16,3
hrv;1828;1317179;1203,03;1584609495;607,91;16,3
hrv;1829;1328775;1213,05;1611871950;612,97;16,3
hrv;1830;1340473;1223,07;1639491504;618,04;16,3
hrv;1831;1352274;1233,09;1667472454;623,1;16,3
hrv;1832;1364179;1243,11;1695819139;628,16;16,3
hrv;1833;1376189;1253,96;1725684863;633,65;16,3
hrv;1834;1388305;1263,98;1754786311;638,71;16,3
hrv;1835;1400527;1274;1784265566;643,77;16,3
hrv;1836;1412857;1284,85;1815307920;649,25;16,3
hrv;1837;1425295;1294,87;1845567928;654,32;16,3
hrv;1838;1437843;1305,72;1877421085;659,8;16,3
hrv;1839;1450501;1316,57;1909691437;665,29;16,3
hrv;1840;1463271;1327,43;1942385220;670,77;16,3
hrv;1841;1476154;1338,28;1975507419;676,25;16,3
hrv;1842;1489149;1349,13;2009060363;681,74;16,3
hrv;1843;1502259;1359,99;2043051780;687,22;16,3
hrv;1844;1515485;1371,67;2078752002;693,13;16,3
hrv;1845;1528827;1382,53;2113645510;698,61;16,4
hrv;1846;1542286;1394,22;2150279242;704,52;16,4
hrv;1847;1555864;1405,07;2186095967;710;16,5
hrv;1848;1569561;1416,76;2223686278;715,91;16,7
hrv;1849;1583379;1428,44;2261769614;721,82;16,8
hrv;1850;1597319;1440,13;2300351656;727,72;17
hrv;1851;1611607;1445,98;2330346535;730,67;17,3
hrv;1852;1626024;1451,82;2360695697;733,63;17,5
hrv;1853;1640569;1457,66;2391399947;736,58;17,8
hrv;1854;1655245;1462,67;2421084021;739,11;18,2
