country;year;pop;gdp_c;gdp_t;inc_c;gini
afg;1800;3280000;480,75;1576875602;485,74;30,5
afg;1801;3280000;480,75;1576875602;485,74;30,5
afg;1802;3280000;480,75;1576875602;485,74;30,5
afg;1803;3280000;480,75;1576875602;485,74;30,5
afg;1804;3280000;480,75;1576875602;485,74;30,5
afg;1805;3280000;480,75;1576875602;485,74;30,5
afg;1806;3280000;480,75;1576875602;485,74;30,5
afg;1807;3280000;480,75;1576875602;485,74;30,5
afg;1808;3280000;480,75;1576875602;485,74;30,5
afg;1809;3280000;480,75;1576875602;485,74;30,5
afg;1810;3280000;480,75;1576875602;485,74;30,5
afg;1811;3280000;480,75;1576875602;485,74;30,5
afg;1812;3280000;480,75;1576875602;485,74;30,5
afg;1813;3280000;480,75;1576875602;485,74;30,5
afg;1814;3280000;480,75;1576875602;485,74;30,5
afg;1815;3280000;480,75;1576875602;485,74;30,5
afg;1816;3280000;480,75;1576875602;485,74;30,5
afg;1817;3280000;480,75;1576875602;485,74;30,5
afg;1818;3280000;480,75;1576875602;485,74;30,5
afg;1819;3282935;480,75;1578286617;485,74;30,5
afg;1820;3288817;480,75;1581114416;485,74;30,5
afg;1821;3297661;480,75;1585366211;485,74;30,5
afg;1822;3309479;481,84;1594652778;486,84;30,5
afg;1823;3324285;482,94;1605416301;487,94;30,5
afg;1824;3339157;484,03;1616252360;489,04;30,5
afg;1825;3354095;485,13;1627161300;490,15;30,5
afg;1826;3369101;486,23;1638144440;491,26;30,5
afg;1827;3384173;487,33;1649201162;492,38;30,5
afg;1828;3399313;488,43;1660332792;493,49;30,5
afg;1829;3414520;489,54;1671539199;494,61;30,5
afg;1830;3429796;490,65;1682821719;495,73;30,5
afg;1831;3445140;491,76;1694180226;496,85;30,5
afg;1832;3460553;492,87;1705615573;497,98;30,5
afg;1833;3476034;493,99;1717127636;499,11;30,5
afg;1834;3491585;495,11;1728717767;500,24;30,5
afg;1835;3507205;496,23;1740385845;501,37;30,5
afg;1836;3522896;497,36;1752133235;502,51;30,5
afg;1837;3538656;498,48;1763959321;503,65;30,5
afg;1838;3554487;499,61;1775865475;504,79;30,5
afg;1839;3570389;500,74;1787852080;505,93;30,5
afg;1840;3586362;501,88;1799919520;507,08;30,5
afg;1841;3602406;503,02;1812068180;508,23;30,5
afg;1842;3618522;504,16;1824298952;509,38;30,5
afg;1843;3634711;505,3;1836612733;510,53;30,5
afg;1844;3650971;506,44;1849008907;511,69;30,6
afg;1845;3667305;507,59;1861489389;512,85;30,7
afg;1846;3683711;508,74;1874053564;514,01;30,9
afg;1847;3700191;509,89;1886702850;515,18;31,2
afg;1848;3716745;511,05;1899437655;516,34;31,5
afg;1849;3734342;512,21;1912754714;517,51;31,9
afg;1850;3752993;513,37;1926663458;518,69;32,4
afg;1851;3769994;514,53;1939776437;519,86;33
afg;1852;3788039;515,7;1953477334;521,04;33,6
afg;1853;3807137;516,86;1967774618;522,22;34,3
afg;1854;3826330;518,04;1982175876;523,4;35
afg;1855;3845617;519,21;1996681099;524,59;35,8
afg;1856;3865000;520,39;2011291835;525,78;36,7
afg;1857;3884478;521,57;2026008079;526,97;37,7
afg;1858;3904052;522,75;2040830869;528,16;38,6
afg;1859;3923723;523,93;2055761250;529,36;39,6
afg;1860;3943490;525,12;2070799224;530,56;40,5
afg;1861;3963356;526,31;2085946895;531,76;41,5
afg;1862;3983319;527,5;2101203745;532,97;42,4
afg;1863;4003381;528,7;2116571366;534,17;43,4
afg;1864;4023542;529,89;2132050299;535,38;44,3
afg;1865;4043802;531,09;2147641088;536,6;45
afg;1866;4064162;532,3;2163344813;537,81;45,7
afg;1867;4084622;533,5;2179162026;539,03;46,2
afg;1868;4105183;534,71;2195093816;540,25;46,7
afg;1869;4125851;535,92;2211143959;541,48;47
afg;1870;4146626;537,14;2227313040;542,7;47,2
afg;1871;4167509;538,36;2243602183;543,93;47,3
afg;1872;4188501;539,58;2260012522;545,17;47,2
afg;1873;4209601;540,8;2276544113;546,4;47,1
afg;1874;4230806;542,02;2293195930;547,64;46,8
afg;1875;4252115;543,25;2309968016;548,88;46,4
afg;1876;4273529;544,48;2326861505;550,12;45,9
afg;1877;4295049;545,72;2343877535;551,37;45,3
afg;1878;4316674;546,95;2361016160;552,62;44,7
afg;1879;4338407;548,19;2378279622;553,87;44
afg;1880;4360246;549,43;2395667433;555,13;43,4
afg;1881;4382193;549,43;2407725862;555,13;42,7
afg;1882;4404248;556,38;2450419257;562,14;42,1
afg;1883;4426411;563,41;2493867995;569,24;41,4
afg;1884;4448684;570,53;2538086256;576,44;40,8
afg;1885;4471066;577,73;2583086767;583,72;40,2
afg;1886;4493558;585,03;2628883615;591,1;39,7
afg;1887;4516162;592,43;2675491739;598,56;39,2
afg;1888;4538876;599,91;2722923967;606,13;38,8
afg;1889;4561702;607,49;2771195733;613,79;38,5
afg;1890;4584640;615,17;2820321539;621,54;38,3
afg;1891;4607691;622,94;2870316754;629,39;38,1
afg;1892;4630856;630,81;2921197027;637,35;38
afg;1893;4654134;638,78;2972977010;645,4;38
afg;1894;4677527;646,85;3025673524;653,55;38
afg;1895;4701035;655,03;3079302402;661,81;38,1
afg;1896;4724659;663,3;3133880408;670,18;38,2
afg;1897;4748398;671,68;3189423266;678,64;38,5
afg;1898;4772254;680,17;3245948982;687,22;38,8
afg;1899;4803896;688,77;3308756670;695,9;39,1
afg;1900;4843455;697,47;3378155187;704,69;39,4
afg;1901;4891067;706,28;3454466883;713,6;39,7
afg;1902;4946868;715,2;3538024515;722,61;39,9
afg;1903;5010996;724,24;3629172958;731,75;40,2
afg;1904;5075953;733,39;3722667917;740,99;40,5
afg;1905;5141750;742,66;3818569991;750,35;40,8
afg;1906;5208396;752,04;3916939733;759,83;41
afg;1907;5275903;761,55;4017841398;769,44;41,2
afg;1908;5344282;771,17;4121340032;779,16;41,3
afg;1909;5482676;780,91;4281488259;789;41,5
afg;1910;5697189;790,78;4505218894;798,97;41,5
afg;1911;5994398;800,77;4800140382;809,07;41,5
afg;1912;6381387;810,89;5174597108;819,29;41,5
afg;1913;6865792;821,13;5637741966;829,64;41,5
afg;1914;7386963;831,51;6142336010;840,13;41,4
afg;1915;7947691;842,02;6692089100;850,74;41,3
afg;1916;8550978;852,66;7291042407;861,49;41,1
afg;1917;9200053;863,43;7943598015;872,38;40,9
afg;1918;9905878;874,34;8661098916;883,4;40,6
afg;1919;10370737;885,39;9182115231;894,56;40,4
afg;1920;10591626;896,57;9496178055;905,86;40,2
afg;1921;10564504;907,9;9591541677;917,31;39,9
afg;1922;10284244;919,37;9455070525;928,9;39,7
afg;1923;9744601;930,99;9072136084;940,64;39,4
afg;1924;9233274;942,75;8704710112;952,52;39,2
afg;1925;8748779;954,67;8352166231;964,56;39
afg;1926;8289705;966,73;8013898792;976,74;38,7
afg;1927;7854721;978,94;7689332399;989,09;38,5
afg;1928;7442562;991,31;7377911258;1001,58;38,3
afg;1929;7121951;1003,84;7149292102;1014,24;38
afg;1930;6888085;1016,52;7001895942;1027,05;37,8
afg;1931;6736411;1029,37;6934239301;1040,03;37,6
afg;1932;6662618;1042,37;6944936141;1053,17;37,4
afg;1933;6662618;1055,54;7032688005;1066,48;37,1
afg;1934;6662618;1068,88;7121548646;1079,96;36,9
afg;1935;6662618;1082,39;7211532075;1093,6;36,7
afg;1936;6662618;1096,06;7302652478;1107,42;36,5
afg;1937;6662618;1109,91;7394924221;1121,41;36,3
afg;1938;6662618;1123,94;7488361852;1135,58;36,1
afg;1939;6683048;1138,14;7606232266;1149,93;35,9
afg;1940;6724220;1152,52;7749791366;1164,46;35,7
afg;1941;6786454;1179,17;8002370747;1181,18;35,5
afg;1942;6870072;1206,43;8288285620;1198,14;35,2
afg;1943;6975401;1234,33;8609942697;1215,35;35
afg;1944;7082346;1262,87;8944084288;1232,8;34,8
afg;1945;7190930;1292,07;9291192672;1250,5;34,6
afg;1946;7301178;1321,95;9651770866;1268,46;34,4
afg;1947;7413117;1352,51;10026343581;1286,67;34,3
afg;1948;7526773;1383,79;10415454074;1305,15;34,2
afg;1949;7647720;1415,78;10827520898;1323,89;34,1
afg;1950;7776176;1448,52;11263952094;1342,9;34
afg;1951;7879339;1499,96;11818713050;1378,68;34
afg;1952;7987783;1540,11;12302042438;1403,46;34
afg;1953;8096698;1622,8;13139332457;1466,15;34,1
afg;1954;8207950;1646,22;13512082760;1474,57;34,3
afg;1955;8326979;1664,6;13861119958;1478,26;34,4
afg;1956;8454301;1725,04;14583975887;1518,81;34,5
afg;1957;8588335;1708,81;14675807024;1491,64;34,6
afg;1958;8723401;1788,51;15601883896;1547,84;34,6
afg;1959;8869270;1819,56;16138179566;1561,22;34,5
afg;1960;9035043;1865,13;16851532224;1586,62;34,4
afg;1961;9214083;1860,29;17140835273;1568,94;34,1
afg;1962;9404406;1869,5;17581549033;1563,21;33,7
afg;1963;9604487;1883,06;18085820450;1561,06;33,2
afg;1964;9814318;1892,3;18571641211;1555,29;32,7
afg;1965;10036008;1910,42;19172961200;1556,73;32,2
afg;1966;10266395;1903,27;19539710850;1537,62;31,7
afg;1967;10505959;1930,54;20282160631;1546,29;31,2
afg;1968;10756922;1970,39;21195316997;1564,69;30,8
afg;1969;11017409;1972,28;21729367235;1552,78;30,5
afg;1970;11290128;1983,35;22392227522;1548,12;30,5
afg;1971;11567667;1948,75;22542463040;1508,09;30,8
afg;1972;11853696;1602,84;18999567359;1229,77;31,2
afg;1973;12157999;1625,87;19767342281;1236,76;31,6
afg;1974;12469127;1688,2;21050440423;1273,18;31,9
afg;1975;12773954;1763,15;22522354371;1318,31;32,1
afg;1976;13059851;1832,83;23936421605;1358,67;32,2
afg;1977;13340756;1712,71;22848864904;1258,75;32,2
afg;1978;13611441;1811,72;24660151655;1320,12;32,2
afg;1979;13655567;1750,08;23898343489;1264,28;32,2
afg;1980;13169311;1761,29;23194992320;1261,48;32,2
afg;1981;11937581;1997,83;23849205648;1418,64;32,1
afg;1982;10991378;2240,83;24629862917;1577,57;32
afg;1983;10917982;2401,31;26217463198;1676,06;32,1
afg;1984;11190221;2408,17;26947925354;1666,45;32,5
afg;1985;11426852;2373,05;27116524523;1628,09;33
afg;1986;11420074;2471,18;28221012189;1680,89;33,7
afg;1987;11387818;2249,69;25619085773;1517,13;34,7
afg;1988;11523298;2066,53;23813193803;1381,67;35,4
afg;1989;11874088;1894,5;22495406900;1255,8;36
afg;1990;12045660;1845,14;22225910280;1212,61;36,4
afg;1991;12238879;1705,51;20873476441;1111,46;36,7
afg;1992;13278974;1650,8;21920919696;1066,23;36,7
afg;1993;14943172;1142,23;17068564792;732,05;36,8
afg;1994;16250794;854,56;13887347177;543,16;36,8
afg;1995;17065836;1276,97;21792486415;803,81;36,8
afg;1996;17763266;1222,93;21723217132;763,5;36,8
afg;1997;18452091;1175,87;21697332125;727,11;36,8
afg;1998;19159996;1133,95;21726567773;695,72;36,8
afg;1999;19887785;1091,04;21698391950;663,17;36,8
afg;2000;20130327;1066,23;21463616001;643,44;36,8
afg;2001;20284307;978,75;19853286806;628,26;36,8
afg;2002;21378117;1232,33;26344999154;1024,05;36,8
afg;2003;22733049;1255,68;28545422960;1040,17;36,8
afg;2004;23560654;1235,33;29105204846;1020,12;36,8
afg;2005;24404567;1333,42;32541620386;1097,68;36,8
afg;2006;25424094;1358,12;34528910807;1114,47;36,8
afg;2007;25909852;1525,27;39519447495;1247,68;36,8
afg;2008;26482622;1556,25;41213694096;1269,01;36,8
afg;2009;27466101;1824,02;50098810344;1482,7;36,8
afg;2010;28284089;2027,16;57336279791;1642,63;36,8
afg;2011;29347708;1962,06;57581884380;1589,88;36,8
afg;2012;30560034;2123,87;64905569464;1721;36,8
afg;2013;31622704;2166,4;68507488248;1755,46;36,8
afg;2014;32792523;2145,5;70356372912;1738,52;36,8
afg;2015;33831764;2109,75;71376478846;1709,55;36,8
afg;2016;34700612;2102,45;72956368348;1703,64;36,8
afg;2017;35688935;2097,12;74843987695;1699,32;36,8
afg;2018;36743039;2061,71;75753445081;1670,62;36,8
afg;2019;37856121;2080,94;78776356544;1686,21;36,8
afg;2020;39068979;1969,31;76938756142;1595,75;36,8
afg;2021;40000412;1517,02;60681275660;1229,86;36,8
afg;2022;40578842;1386,76;56272926653;1156,07;36,8
afg;2023;41454761;1359,02;56337859781;1132,94;36,8
afg;2024;42647492;1331,84;56799629259;1110,29;36,8
afg;2025;43844111;1331,84;58393334126;1110,29;36,8
afg;2026;45047069;1345,16;60595436341;1121,39;36,8
afg;2027;46258906;1358,61;62847804363;1132,6;36,8
afg;2028;47470575;1385,78;65783869571;1155,25;36,8
afg;2029;48725717;1420,43;69211303364;1184,14;36,8
afg;2030;50039402;1415,58;70834546308;1177,6;36,8
afg;2031;51376001;1441,06;74035681821;1198,8;36,8
afg;2032;52707848;1466,99;77322136659;1220,38;36,8
afg;2033;54044254;1493,4;80709724725;1242,35;36,8
afg;2034;55359464;1520,28;84161989694;1264,71;36,8
afg;2035;56647232;1547,65;87669915724;1287,47;36,8
afg;2036;57953661;1575,5;91306259097;1310,65;36,8
afg;2037;59279044;1603,86;95075505411;1334,24;36,8
afg;2038;60597838;1632,73;98940103285;1358,26;36,8
afg;2039;61944472;1662,12;1,02959E+11;1382,7;36,8
afg;2040;63347870;1692,04;1,07187E+11;1407,59;36,8
afg;2041;64738843;1722,5;1,11512E+11;1432,93;36,8
afg;2042;66060220;1753,5;1,15837E+11;1458,72;36,8
afg;2043;67375163;1785,07;1,20269E+11;1484,98;36,8
afg;2044;68703958;1817,2;1,24849E+11;1511,71;36,8
afg;2045;70021200;1849,91;1,29533E+11;1538,92;36,8
afg;2046;71384693;1883,2;1,34432E+11;1566,62;36,8
afg;2047;72756311;1917,1;1,39481E+11;1594,82;36,8
afg;2048;74109735;1951,61;1,44633E+11;1623,53;36,8
afg;2049;75515602;1986,21;1,4999E+11;1652,28;36,8
afg;2050;76885135;2021,71;1,5544E+11;1681,79;36,8
afg;2051;78155052;2058,14;1,60854E+11;1712,06;36,8
afg;2052;79457286;2095,51;1,66504E+11;1743,12;36,8
afg;2053;80821896;2133,86;1,72463E+11;1774,99;36,8
afg;2054;82196810;2173,21;1,78631E+11;1807,69;36,8
afg;2055;83578886;2213,6;1,85011E+11;1841,26;36,8
afg;2056;84980652;2255,06;1,91636E+11;1875,71;36,8
afg;2057;86393649;2297,61;1,98499E+11;1911,07;36,8
afg;2058;87773542;2341,28;2,05503E+11;1947,36;36,8
afg;2059;89081741;2386,12;2,1256E+11;1984,62;36,8
afg;2060;90362736;2432,15;2,19776E+11;2022,88;36,8
afg;2061;91633723;2479,41;2,27197E+11;2062,15;36,8
afg;2062;92931629;2527,93;2,34925E+11;2102,47;36,8
afg;2063;94276121;2577,75;2,43021E+11;2143,87;36,8
afg;2064;95639081;2628,91;2,51427E+11;2186,38;36,8
afg;2065;97024251;2681,45;2,60166E+11;2230,04;36,8
afg;2066;98338760;2735,4;2,68996E+11;2274,87;36,8
afg;2067;99577253;2790,81;2,77901E+11;2320,92;36,8
afg;2068;100850614;2847,72;2,87194E+11;2368,21;36,8
afg;2069;102132889;2906,17;2,96816E+11;2416,78;36,8
afg;2070;103416642;2966,21;3,06755E+11;2466,67;36,8
afg;2071;104657106;3027,88;3,16889E+11;2517,91;36,8
afg;2072;105836162;3091,23;3,27164E+11;2570,55;36,8
afg;2073;107063245;3156,3;3,37924E+11;2624,62;36,8
afg;2074;108265518;3223,15;3,48956E+11;2680,17;36,8
afg;2075;109352869;3291,82;3,5997E+11;2737,23;36,8
afg;2076;110399880;3362,37;3,71206E+11;2795,86;36,8
afg;2077;111475822;3434,85;3,82903E+11;2856,08;36,8
afg;2078;112514314;3509,32;3,94849E+11;2917,96;36,8
afg;2079;113583427;3585,82;4,0729E+11;2981,53;36,8
afg;2080;114673795;3664,42;4,20213E+11;3046,84;36,8
afg;2081;115634326;3745,18;4,33071E+11;3113,94;36,8
afg;2082;116516232;3828,15;4,46041E+11;3182,88;36,8
afg;2083;117378535;3913,39;4,59348E+11;3253,72;36,8
afg;2084;118292973;4000,97;4,73287E+11;3326,49;36,8
afg;2085;119224273;4090,95;4,87741E+11;3401,26;36,8
afg;2086;120043239;4183,4;5,02188E+11;3478,07;36,8
afg;2087;120858257;4278,37;5,17077E+11;3556,99;36,8
afg;2088;121694041;4375,95;5,32527E+11;3638,07;36,8
afg;2089;122483519;4476,2;5,4826E+11;3721,37;36,8
afg;2090;123304496;4579,18;5,64634E+11;3806,95;36,8
afg;2091;124110001;4684,98;5,81453E+11;3894,86;36,8
afg;2092;124854162;4793,66;5,98508E+11;3985,17;36,8
afg;2093;125589411;4905,3;6,16054E+11;4077,93;36,8
afg;2094;126306889;5019,97;6,34057E+11;4173,22;36,8
afg;2095;126990147;5137,76;6,52445E+11;4271,1;36,8
afg;2096;127647762;5258,73;6,71266E+11;4371,62;36,8
afg;2097;128305496;5382,98;6,90666E+11;4474,87;36,8
afg;2098;128964762;5510,57;7,1067E+11;4580,9;36,8
afg;2099;129616118;5641,6;7,31243E+11;4689,78;36,8
afg;2100;130216739;5776,15;7,52151E+11;4801,59;36,8
alb;1800;400000;469,31;187723286;335,35;38,9
alb;1801;401773;470,65;189096119;336,31;38,9
alb;1802;403554;472;190479058;337,28;38,9
alb;1803;405343;473,36;191872161;338,24;38,9
alb;1804;407140;474,72;193275486;339,21;38,9
alb;1805;408945;476,08;194689090;340,19;38,9
alb;1806;410758;477,44;196113032;341,16;38,9
alb;1807;412579;478,81;197547371;342,14;38,9
alb;1808;414408;480,18;198992165;343,12;38,9
alb;1809;416246;481,56;200447955;344,11;38,9
alb;1810;418099;482,94;201917703;345,09;38,9
alb;1811;419953;484,33;203394717;346,08;38,9
alb;1812;421814;485,72;204881942;347,07;38,9
alb;1813;423684;487,11;206380408;348,07;38,9
alb;1814;425563;488,51;207890180;349,07;38,9
alb;1815;427449;489,91;209410344;350,07;38,9
alb;1816;429344;491,31;210941939;351,07;38,9
alb;1817;431248;492,72;212485032;352,08;38,9
alb;1818;433159;494,13;214038699;353,09;38,9
alb;1819;435086;495,55;215607458;354,1;38,9
alb;1820;437026;496,97;217189916;355,12;38,9
alb;1821;438981;498,4;218787153;356,14;38,9
alb;1822;440950;499,83;220398762;357,16;38,9
alb;1823;442934;501,26;222025335;358,18;38,9
alb;1824;444927;502,7;223663949;359,21;38,9
alb;1825;446929;504,14;225314673;360,24;38,9
alb;1826;448940;505,59;226977575;361,27;38,9
alb;1827;450959;507,04;228652219;362,31;38,9
alb;1828;452988;508,49;230339685;363,35;38,9
alb;1829;455027;509,95;232040050;364,39;38,9
alb;1830;457074;511,41;233752364;365,43;38,9
alb;1831;459130;512,88;235477207;366,48;38,9
alb;1832;461196;514,35;237215165;367,53;38,9
alb;1833;463271;515,82;238965796;368,59;38,9
alb;1834;465356;517,3;240729691;369,64;38,9
alb;1835;467449;518,79;242505887;370,71;38,9
alb;1836;469552;520,27;244295494;371,77;38,9
alb;1837;471665;521,77;246098589;372,83;38,9
alb;1838;473787;523,26;247914726;373,9;38,9
alb;1839;475919;524,76;249744504;374,98;38,9
alb;1840;478060;526,27;251587474;376,05;38,9
alb;1841;480211;527,78;253444238;377,13;38,9
alb;1842;482372;529,29;255314877;378,21;38,9
alb;1843;484542;530,81;257198937;379,3;38,9
alb;1844;486722;532,33;259097027;380,38;38,9
alb;1845;488912;533,86;261009227;381,47;38,9
alb;1846;491112;535,39;262935618;382,57;38,9
alb;1847;493321;536,92;264875744;383,67;38,9
alb;1848;495541;538,46;266830758;384,77;38,9
alb;1849;498261;540,01;269064812;385,87;38,9
alb;1850;501490;541,56;271585136;386,98;38,9
alb;1851;505284;543,11;274424561;388,09;38,9
alb;1852;509601;544,67;277562899;389,2;38,9
alb;1853;514448;546,23;281006482;390,32;38,9
alb;1854;519342;547,8;284493279;391,43;38,9
alb;1855;524281;549,37;288022487;392,56;38,9
alb;1856;529268;550,94;291596042;393,68;38,9
alb;1857;534302;552,52;295213694;394,81;38,9
alb;1858;539384;554,11;298876295;395,94;38,9
alb;1859;544514;555,7;302584148;397,08;38,9
alb;1860;549693;557,29;306338118;398,22;38,9
alb;1861;554921;558,89;310138516;399,36;38,9
alb;1862;560199;560,49;313986218;400,51;38,9
alb;1863;565528;562,1;317882104;401,65;38,9
alb;1864;570907;563,71;321825940;402,81;38,9
alb;1865;576337;565,33;325818613;403,96;38,9
alb;1866;581818;566,95;329860455;405,12;38,8
alb;1867;587352;568,57;333952935;406,28;38,7
alb;1868;592939;570,2;338096395;407,45;38,5
alb;1869;598568;571,84;342284892;408,62;38,3
alb;1870;604241;573,48;346519865;409,79;38
alb;1871;609957;575,12;350801044;410,96;37,7
alb;1872;615717;576,77;355129307;412,14;37,4
alb;1873;621521;578,43;359504960;413,32;37
alb;1874;627380;580,09;363934696;414,51;36,6
alb;1875;633294;581,75;368418878;415,7;36,1
alb;1876;639263;583,42;372957876;416,89;35,6
alb;1877;645290;585,09;377553812;418,08;35
alb;1878;651372;586,77;382205315;419,28;34,4
alb;1879;657513;588,45;386915111;420,49;33,8
alb;1880;663711;590,14;391682415;421,69;33,2
alb;1881;669967;591,83;396508208;422,9;32,6
alb;1882;676283;593,53;401394070;424,11;31,9
alb;1883;682658;595,23;406339813;425,33;31,3
alb;1884;689093;596,94;411346439;426,55;30,7
alb;1885;695588;598,65;416414359;427,77;30,2
alb;1886;702145;600,37;421545186;429;29,6
alb;1887;708764;602,09;426739347;430,23;29,2
alb;1888;715445;603,82;431997270;431,46;28,7
alb;1889;722252;605,55;437358140;432,7;28,3
alb;1890;729186;607,28;442823330;433,94;28
alb;1891;736248;609,03;448394226;435,19;27,6
alb;1892;743442;610,77;454074054;436,44;27,4
alb;1893;750769;612,52;459864238;437,69;27,1
alb;1894;758168;614,28;465728127;438,94;26,9
alb;1895;765639;616,04;471666222;440,2;26,8
alb;1896;773185;617,81;477680881;441,46;26,7
alb;1897;780805;619,58;483772009;442,73;26,6
alb;1898;788499;621,36;489940125;444;26,6
alb;1899;796131;623,14;496101007;445,27;26,5
alb;1900;803696;624,93;502251325;446,55;26,5
alb;1901;811194;626,72;508390850;447,83;26,5
alb;1902;818623;628,52;514518091;449,11;26,4
alb;1903;825981;630,32;520631542;450,4;26,4
alb;1904;833404;632,13;526816914;451,69;26,4
alb;1905;840894;633,94;533075956;452,99;26,3
alb;1906;848452;635,76;539409797;454,29;26,3
alb;1907;856077;637,58;545818300;455,59;26,3
alb;1908;863771;639,41;552303244;456,9;26,3
alb;1909;871105;641,24;558590046;458,21;26,3
alb;1910;878073;643,08;564672998;459,52;26,2
alb;1911;884669;644,93;570546332;460,84;26,2
alb;1912;890886;646,78;576203583;462,16;26,2
alb;1913;896719;648,63;581639514;463,49;26,2
alb;1914;902590;667,93;602869690;477,28;26,2
alb;1915;908499;687,81;624874477;491,48;26,2
alb;1916;914447;708,28;647682665;506,11;26,2
alb;1917;920434;729,36;671323403;521,17;26,2
alb;1918;926367;751,06;695757043;536,68;26,2
alb;1919;932112;773,41;720904996;552,65;26,2
alb;1920;937666;796,43;746781423;569,1;26,3
alb;1921;943027;820,13;773401242;586,03;26,3
alb;1922;948193;844,53;800779384;603,47;26,3
alb;1923;953161;869,66;828929897;621,43;26,3
alb;1924;958156;895,54;858070880;639,92;26,3
alb;1925;963176;922,19;888235228;658,97;26,3
alb;1926;968222;949,64;919459678;678,58;26,3
alb;1927;973295;977,9;951782324;698,77;26,3
alb;1928;978395;1007;985241663;719,56;26,3
alb;1929;984523;1036,96;1020915532;740,98;26,3
alb;1930;991694;1067,82;1058953844;763,03;26,4
alb;1931;999925;1099,6;1099517568;785,73;26,4
alb;1932;1009231;1132,32;1142774995;809,12;26,4
alb;1933;1019629;1166,02;1188906570;833,19;26,4
alb;1934;1030135;1200,72;1236901431;857,99;26,4
alb;1935;1040749;1236,45;1286833481;883,52;26,4
alb;1936;1051472;1273,24;1338780761;909,81;26,4
alb;1937;1062305;1311,13;1392824434;936,89;26,4
alb;1938;1073250;1350,15;1449050260;964,77;26,4
alb;1939;1084704;1390,33;1508096717;993,48;26,4
alb;1940;1096676;1431,7;1570115833;1023,04;26,5
alb;1941;1109176;1478,51;1639930653;1053,17;26,5
alb;1942;1122215;1526,85;1713455204;1084,19;26,5
alb;1943;1135803;1576,77;1790900109;1116,12;26,5
alb;1944;1149556;1628,32;1871846147;1148,99;26,5
alb;1945;1163476;1681,56;1956451617;1182,83;26,5
alb;1946;1177564;1736,53;2044880197;1217,67;26,5
alb;1947;1191822;1793,31;2137304562;1253,53;26,5
alb;1948;1206253;1851,94;2233906991;1290,45;26,5
alb;1949;1224875;1912,49;2342556732;1328,45;26,5
alb;1950;1247851;1975,01;2464522254;1367,58;26,6
alb;1951;1276366;1967,65;2511443655;1358,2;26,6
alb;1952;1308360;1974,45;2583285095;1358,61;26,6
alb;1953;1343575;2062,03;2770495061;1414,42;26,6
alb;1954;1381087;2126,28;2936576155;1453,91;26,6
alb;1955;1418850;2248,22;3189880245;1532,46;26,6
alb;1956;1456820;2278,58;3319486816;1548,29;26,6
alb;1957;1497956;2430,45;3640707136;1646,29;26,6
alb;1958;1543978;2547,02;3932540114;1719,83;26,6
alb;1959;1595011;2659,4;4241769457;1790,08;26,6
alb;1960;1649387;2802,69;4622722255;1880,61;26,7
alb;1961;1698791;2833,77;4813980905;1895,49;26,7
alb;1962;1743733;2935,68;5119044647;1957,49;26,7
alb;1963;1791285;3044,26;5453142071;2023,52;26,7
alb;1964;1841441;3157,12;5813642581;2091,94;26,7
alb;1965;1894312;3281,65;6216467933;2167,63;26,7
alb;1966;1950044;3414,26;6657962899;2248,15;26,7
alb;1967;2008521;3555,02;7140337084;2333,48;26,7
alb;1968;2068841;3692,84;7639894101;2416,33;26,7
alb;1969;2126875;3828,92;8143641917;2497,51;26,7
alb;1970;2181220;3981,96;8685536190;2589,17;26,8
alb;1971;2234992;4109,95;9185696824;2664;26,8
alb;1972;2289265;4237,39;9700508734;2737,98;26,8
alb;1973;2344105;4391,28;10293619295;2828,51;26,8
alb;1974;2399401;4442,9;10660289828;2852,77;26,8
alb;1975;2454859;4498,06;11042104866;2879,12;26,8
alb;1976;2510580;4558,41;11444265349;2908,59;26,8
alb;1977;2566599;4617,28;11850699940;2936,9;26,8
alb;1978;2624621;4690,09;12309698435;2973,84;26,8
alb;1979;2681385;4761,11;12766361923;3009,39;26,8
alb;1980;2735416;4818,87;13181617008;3036,34;26,9
alb;1981;2790413;4945,85;13800952277;3106,56;26,9
alb;1982;2846907;4995,94;14222974391;3128,17;26,9
alb;1983;2905130;4992,61;14504182867;3116,27;26,9
alb;1984;2964958;5014,84;14868784816;3120,31;26,9
alb;1985;3026242;4925,42;14905508174;3055,05;26,9
alb;1986;3087652;5063,91;15635603440;3131,09;26,9
alb;1987;3148838;4994,2;15725930910;3078,29;26,9
alb;1988;3212919;4904,65;15758242270;3013,6;26,9
alb;1989;3260374;5159,3;16821250882;3160,11;26,9
alb;1990;3277966;4748,93;15566819774;2899,62;27
alb;1991;3282602;3460,93;11360859321;2106,58;27
alb;1992;3282501;3261,8;10706877102;1979,08;27
alb;1993;3277825;3596,86;11789872552;2175,57;27
alb;1994;3269410;3914,79;12799039234;2360,38;27
alb;1995;3258567;4411,39;14374794529;2651,45;27,2
alb;1996;3245678;4832,76;15685576107;2895,6;27,5
alb;1997;3229660;4330,49;13986013159;2906,16;28
alb;1998;3210133;4750,62;15250120702;2916,75;28,6
alb;1999;3188595;5409,67;17249258804;2927,38;29,4
alb;2000;3166148;5835,36;18475607761;2938,05;30,2
alb;2001;3147943;6389,81;20114771413;2948,76;30,7
alb;2002;3134092;6714,9;21045129103;2959,5;31
alb;2003;3118088;7125,45;22217791653;3082,97;31,1
